log_text                                                                                                                                       , label
"INFO: 172.18.0.4:38902 - ""GET /api/v1/users/profile HTTP/1.1"" 200 OK [req_id=2059]"                                                         ,     0
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=3167"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=1614"                                                                                                                          ,     1
INFO: [target-app] User session refreshed token_id=tok_9a8f7b2c. [req_id=6014]                                                                 ,     0
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=6340"                                                                                                                          ,     1
INFO: [target-app] Processed request GET / successfully with status 200 OK. [req_id=7250]                                                      ,     0
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=5862]                                                                   ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=8920"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=9113"                                                                                                                          ,     1
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=1378]"                                                                              ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=7929"                                                                                                                          ,     1
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=6438"                                                                                                                          ,     1
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=6022"                                                                                                                          ,     1
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=4107"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [ZeroDivisionError]: division by zero
Traceback (most recent call last):
File ""/app/main.py"", line 46, in simulate_error
_ = 100 / 0
ZeroDivisionError: division by zero
Context: req_id=5119"                                                                                                                          ,     1
DEBUG: [target-app] Serialized response payload size=412 bytes. [req_id=6546]                                                                  ,     0
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=3938]                                                                   ,     0
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=7218]"                                                                              ,     0
"INFO: 172.18.0.4:38902 - ""GET /api/v1/users/profile HTTP/1.1"" 200 OK [req_id=1830]"                                                         ,     0
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=7182"                                                                                                                          ,     1
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=7837"                                                                                                                          ,     1
INFO: [target-app] Batch job finished successfully: processed 150 records. [req_id=4143]                                                       ,     0
"INFO: 172.18.0.4:38902 - ""GET /api/v1/users/profile HTTP/1.1"" 200 OK [req_id=1667]"                                                         ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=2374"                                                                                                                          ,     1
INFO: [target-app] Batch job finished successfully: processed 150 records. [req_id=1402]                                                       ,     0
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=2709"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=8926"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=2791"                                                                                                                          ,     1
INFO: [target-app] Background log drain synced 45 events to collector. [req_id=7896]                                                           ,     0
"INFO: 192.168.1.100:60124 - ""POST /api/v1/login HTTP/1.1"" 200 OK [req_id=8671]"                                                             ,     0
"INFO: 10.0.2.15:52130 - ""GET /metrics HTTP/1.1"" 200 OK [req_id=1356]"                                                                       ,     0
INFO: [target-app] Cache hit for key 'product_catalog_v2' latency=0.2ms. [req_id=2111]                                                         ,     0
DEBUG: [target-app] Serialized response payload size=412 bytes. [req_id=1956]                                                                  ,     0
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=6796"                                                                                                                          ,     1
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=9692"                                                                                                                          ,     1
INFO: [target-app] Background log drain synced 45 events to collector. [req_id=9144]                                                           ,     0
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=8450"                                                                                                                          ,     1
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=6513]"                                                                              ,     0
"INFO: 10.0.2.15:52130 - ""GET /metrics HTTP/1.1"" 200 OK [req_id=7514]"                                                                       ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=8054"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [ZeroDivisionError]: division by zero
Traceback (most recent call last):
File ""/app/main.py"", line 46, in simulate_error
_ = 100 / 0
ZeroDivisionError: division by zero
Context: req_id=3232"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=3677"                                                                                                                          ,     1
INFO: [target-app] TLS handshake completed successfully with cipher TLS_AES_256_GCM_SHA384. [req_id=7817]                                      ,     0
INFO: [target-app] Batch job finished successfully: processed 150 records. [req_id=5580]                                                       ,     0
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=1632"                                                                                                                          ,     1
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=3865]"                                                                              ,     0
INFO: [target-app] Batch job finished successfully: processed 150 records. [req_id=8716]                                                       ,     0
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=1863"                                                                                                                          ,     1
"INFO: 10.0.2.15:52130 - ""GET /metrics HTTP/1.1"" 200 OK [req_id=9742]"                                                                       ,     0
INFO: [target-app] TLS handshake completed successfully with cipher TLS_AES_256_GCM_SHA384. [req_id=5798]                                      ,     0
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=5135"                                                                                                                          ,     1
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=9218"                                                                                                                          ,     1
INFO: [target-app] Health check probe passed. All downstream dependencies reachable. [req_id=7124]                                             ,     0
"ERROR: [target-app] Simulated Application Failure [ZeroDivisionError]: division by zero
Traceback (most recent call last):
File ""/app/main.py"", line 46, in simulate_error
_ = 100 / 0
ZeroDivisionError: division by zero
Context: req_id=1447"                                                                                                                          ,     1
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=7464]                                                                   ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=4259"                                                                                                                          ,     1
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=5408]                                                                   ,     0
"ERROR: [target-app] Simulated Application Failure [ZeroDivisionError]: division by zero
Traceback (most recent call last):
File ""/app/main.py"", line 46, in simulate_error
_ = 100 / 0
ZeroDivisionError: division by zero
Context: req_id=1345"                                                                                                                          ,     1
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=7914"                                                                                                                          ,     1
"INFO: 10.0.2.15:52130 - ""GET /metrics HTTP/1.1"" 200 OK [req_id=1920]"                                                                       ,     0
"INFO: 127.0.0.1:44302 - ""POST /api/v1/checkout HTTP/1.1"" 201 Created [req_id=3457]"                                                         ,     0
INFO: [target-app] Background log drain synced 45 events to collector. [req_id=7429]                                                           ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=3626"                                                                                                                          ,     1
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=7580]"                                                                              ,     0
INFO: [target-app] TLS handshake completed successfully with cipher TLS_AES_256_GCM_SHA384. [req_id=4715]                                      ,     0
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=6015"                                                                                                                          ,     1
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=2171"                                                                                                                          ,     1
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=4231"                                                                                                                          ,     1
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=6118"                                                                                                                          ,     1
"INFO: 10.0.0.12:49152 - ""GET /health HTTP/1.1"" 200 OK [req_id=6878]"                                                                        ,     0
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=1005"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [ZeroDivisionError]: division by zero
Traceback (most recent call last):
File ""/app/main.py"", line 46, in simulate_error
_ = 100 / 0
ZeroDivisionError: division by zero
Context: req_id=8498"                                                                                                                          ,     1
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=6367]                                                                   ,     0
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=6504]                                                                   ,     0
INFO: [target-app] Health check probe passed. All downstream dependencies reachable. [req_id=4306]                                             ,     0
"INFO: 10.0.2.15:52130 - ""GET /metrics HTTP/1.1"" 200 OK [req_id=4888]"                                                                       ,     0
INFO: [target-app] Batch job finished successfully: processed 150 records. [req_id=2955]                                                       ,     0
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=6519"                                                                                                                          ,     1
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=8140"                                                                                                                          ,     1
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=6555]                                                                   ,     0
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=9788"                                                                                                                          ,     1
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=5060"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=7542"                                                                                                                          ,     1
INFO: [target-app] Cache hit for key 'product_catalog_v2' latency=0.2ms. [req_id=5849]                                                         ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=6753"                                                                                                                          ,     1
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=7398"                                                                                                                          ,     1
"INFO: 127.0.0.1:44302 - ""POST /api/v1/checkout HTTP/1.1"" 201 Created [req_id=1681]"                                                         ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=2352"                                                                                                                          ,     1
"INFO: 10.0.0.12:49152 - ""GET /health HTTP/1.1"" 200 OK [req_id=5829]"                                                                        ,     0
"INFO: 10.0.0.12:49152 - ""GET /health HTTP/1.1"" 200 OK [req_id=8694]"                                                                        ,     0
"INFO: 127.0.0.1:44302 - ""POST /api/v1/checkout HTTP/1.1"" 201 Created [req_id=8561]"                                                         ,     0
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=9606"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=3184"                                                                                                                          ,     1
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=8132"                                                                                                                          ,     1
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=9267"                                                                                                                          ,     1
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=4527"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=8284"                                                                                                                          ,     1
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=3610"                                                                                                                          ,     1
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=2320"                                                                                                                          ,     1
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=8736"                                                                                                                          ,     1
DEBUG: [target-app] Serialized response payload size=412 bytes. [req_id=9477]                                                                  ,     0
INFO: [target-app] Cache hit for key 'product_catalog_v2' latency=0.2ms. [req_id=3293]                                                         ,     0
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=5628]"                                                                              ,     0
"INFO: 172.18.0.4:38902 - ""GET /api/v1/users/profile HTTP/1.1"" 200 OK [req_id=5538]"                                                         ,     0
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=2305"                                                                                                                          ,     1
INFO: [target-app] Cache hit for key 'product_catalog_v2' latency=0.2ms. [req_id=8912]                                                         ,     0
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=5461"                                                                                                                          ,     1
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=6111"                                                                                                                          ,     1
"INFO: 127.0.0.1:44302 - ""POST /api/v1/checkout HTTP/1.1"" 201 Created [req_id=6724]"                                                         ,     0
"INFO: 10.0.2.15:52130 - ""GET /metrics HTTP/1.1"" 200 OK [req_id=4418]"                                                                       ,     0
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=4542"                                                                                                                          ,     1
"INFO: 127.0.0.1:44302 - ""POST /api/v1/checkout HTTP/1.1"" 201 Created [req_id=1827]"                                                         ,     0
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=9446"                                                                                                                          ,     1
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=4388]"                                                                              ,     0
INFO: [target-app] Cache hit for key 'product_catalog_v2' latency=0.2ms. [req_id=2419]                                                         ,     0
INFO: [target-app] Health check probe passed. All downstream dependencies reachable. [req_id=8222]                                             ,     0
"ERROR: [target-app] Simulated Application Failure [ZeroDivisionError]: division by zero
Traceback (most recent call last):
File ""/app/main.py"", line 46, in simulate_error
_ = 100 / 0
ZeroDivisionError: division by zero
Context: req_id=8365"                                                                                                                          ,     1
"INFO: 172.18.0.4:38902 - ""GET /api/v1/users/profile HTTP/1.1"" 200 OK [req_id=1507]"                                                         ,     0
INFO: [target-app] User session refreshed token_id=tok_9a8f7b2c. [req_id=6358]                                                                 ,     0
INFO: [target-app] User session refreshed token_id=tok_9a8f7b2c. [req_id=9894]                                                                 ,     0
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=9888]"                                                                              ,     0
"INFO: 192.168.1.100:60124 - ""POST /api/v1/login HTTP/1.1"" 200 OK [req_id=9272]"                                                             ,     0
"ERROR: [target-app] Simulated Application Failure [FileNotFoundError]: Configuration file '/app/config/settings.yaml' not found in path.
Traceback (most recent call last):
File ""/app/main.py"", line 42, in simulate_error
raise FileNotFoundError(""Configuration file '/app/config/settings.yaml' not found in path."")
FileNotFoundError: Configuration file '/app/config/settings.yaml' not found in path.
Context: req_id=2887"                                                                                                                          ,     1
"INFO: 127.0.0.1:44302 - ""POST /api/v1/checkout HTTP/1.1"" 201 Created [req_id=3635]"                                                         ,     0
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=3925"                                                                                                                          ,     1
"ERROR: [target-app] Memory limit exceeded: MemoryError: unable to allocate 512MiB for buffer
Traceback (most recent call last):
File ""/app/utils/export.py"", line 15, in export_large_dataset
buffer = bytearray(512 * 1024 * 1024)
MemoryError
Context: req_id=3350"                                                                                                                          ,     1
"ERROR: [target-app] Unhandled Exception: KeyError: 'user_preferences'
Traceback (most recent call last):
File ""/app/services/user.py"", line 88, in get_user
prefs = user_data['user_preferences']
KeyError: 'user_preferences'
Context: req_id=7735"                                                                                                                          ,     1
"INFO: 192.168.1.100:60124 - ""POST /api/v1/login HTTP/1.1"" 200 OK [req_id=7463]"                                                             ,     0
"INFO: 127.0.0.1:54320 - ""GET / HTTP/1.1"" 200 OK [req_id=9629]"                                                                              ,     0
INFO: [target-app] Cache hit for key 'product_catalog_v2' latency=0.2ms. [req_id=8336]                                                         ,     0
INFO: [target-app] Batch job finished successfully: processed 150 records. [req_id=6178]                                                       ,     0
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=7947"                                                                                                                          ,     1
DEBUG: [target-app] Serialized response payload size=412 bytes. [req_id=8213]                                                                  ,     0
INFO: [target-app] Database heartbeat query executed in 1.4ms. [req_id=4618]                                                                   ,     0
INFO: [target-app] Batch job finished successfully: processed 150 records. [req_id=1947]                                                       ,     0
"ERROR: [target-app] Simulated Application Failure [TimeoutError]: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Traceback (most recent call last):
File ""/app/main.py"", line 50, in simulate_error
raise TimeoutError(""Database connection timed out after 30000ms: host=db-replica-1.internal:5432"")
TimeoutError: Database connection timed out after 30000ms: host=db-replica-1.internal:5432
Context: req_id=4542"                                                                                                                          ,     1
"ERROR: [target-app] Database query failed: OperationalError: connection refused to 10.0.1.5:5432
Traceback (most recent call last):
File ""/app/db/session.py"", line 29, in get_db
conn = psycopg2.connect(dsn)
psycopg2.OperationalError: could not connect to server: Connection refused
Context: req_id=6953"                                                                                                                          ,     1
"INFO: 127.0.0.1:44302 - ""POST /api/v1/checkout HTTP/1.1"" 201 Created [req_id=1845]"                                                         ,     0
"ERROR: [target-app] HTTP 500 Internal Server Error: NullPointerException in auth verification
Traceback (most recent call last):
File ""/app/middleware/auth.py"", line 64, in authenticate
user_role = token_claims['role']
TypeError: 'NoneType' object is not subscriptable
Context: req_id=9737"                                                                                                                          ,     1
INFO: [target-app] Cache hit for key 'product_catalog_v2' latency=0.2ms. [req_id=7605]                                                         ,     0
"ERROR: [target-app] Simulated Application Failure [ZeroDivisionError]: division by zero
Traceback (most recent call last):
File ""/app/main.py"", line 46, in simulate_error
_ = 100 / 0
ZeroDivisionError: division by zero
Context: req_id=7226"                                                                                                                          ,     1
"INFO: 172.18.0.4:38902 - ""GET /api/v1/users/profile HTTP/1.1"" 200 OK [req_id=4094]"                                                         ,     0
